lot frontage,lot area,overall qual,mas vnr area,exter qual,bsmt qual,bsmt exposure,bsmtfin type 1,total bsmt sf,heating qc,gr liv area,kitchen qual,totrms abvgrd,fireplaces,fireplace qu,garage finish,garage cars,garage area,garage qual,garage cond,wood deck sf,saleprice,ms subclass_60,ms zoning_RM,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_StoneBr,roof style_Hip,exterior 1st_VinylSd,exterior 2nd_VinylSd,foundation_CBlock,foundation_PConc,sale type_New,lot shape_Reg,mas vnr type_BrkFace,mas vnr type_None,mas vnr type_Stone,garage type_Attchd,garage type_Detchd,bldg age,bldg remod age,garage age,total bath
21.0,1680,6,236.0,3,3,1,1,672.0,3,1218,3,7,0,0,0,0.0,0.0,0,0,201,91500,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,49,49,49.0,3.0
50.0,6000,5,0.0,3,3,1,1,811.0,3,1387,4,7,0,0,1,1.0,256.0,3,3,0,93000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,66,66,66.0,2.0
50.0,8500,4,0.0,3,3,1,1,649.0,3,1317,3,6,0,0,1,1.0,250.0,3,2,0,40000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,100,70,100.0,1.0
60.0,6882,6,0.0,3,3,1,1,684.0,3,1355,4,7,0,0,0,0.0,0.0,0,0,136,127000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,106,14,14.0,3.0
66.0,8712,4,0.0,2,3,1,1,756.0,4,952,3,5,0,0,2,1.0,330.0,3,3,0,50138,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,124,70,124.0,1.0
64.51181102362204,7917,6,174.0,3,3,1,4,1143.0,3,1113,3,6,1,2,2,1.0,504.0,3,4,370,148000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,44,44,33.0,4.0
71.0,6900,5,0.0,3,3,1,5,740.0,5,778,3,4,1,4,3,1.0,924.0,5,5,0,120500,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,80,65,54.0,1.0
60.0,9900,6,0.0,3,3,1,1,778.0,3,1489,3,7,1,4,1,1.0,240.0,3,3,335,139500,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,80,70,80.0,2.0
86.0,13286,9,340.0,5,5,1,6,1698.0,5,1698,5,8,1,4,3,3.0,768.0,3,3,327,320000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,13,12,13.0,3.0
107.0,12888,7,0.0,3,3,1,5,1005.0,3,2267,3,7,2,4,3,2.0,498.0,3,3,521,219000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,83,40,83.0,4.0
75.47692307692307,8885,5,0.0,3,4,3,4,864.0,3,902,3,5,0,0,1,2.0,484.0,3,3,164,131000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,37,37,37.0,2.0
62.0,8857,6,0.0,4,4,1,1,738.0,5,1495,4,7,1,4,2,2.0,440.0,3,3,100,171925,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,14,14,14.0,4.0
53.0,14137,5,0.0,4,4,1,6,1348.0,4,1384,4,7,0,0,1,2.0,404.0,3,3,0,177900,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,24,23,24.0,3.0
53.0,6720,6,0.0,3,3,1,1,585.0,3,1436,3,7,1,4,1,1.0,228.0,3,3,184,141500,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,99,70,28.0,1.0
60.0,7500,6,0.0,4,4,1,6,952.0,4,1636,3,7,1,3,3,2.0,440.0,3,3,0,191000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,22,21,22.0,5.0
63.0,13072,6,0.0,3,4,1,5,1158.0,5,1158,4,5,0,0,1,2.0,576.0,3,3,0,158000,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,16,16,14.0,4.0
67.0,10656,8,274.0,4,4,3,1,1638.0,5,1646,4,6,1,4,2,3.0,870.0,3,3,192,248900,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,14,13,13.0,2.0
60.0,7200,5,252.0,3,4,1,5,731.0,5,1768,4,7,2,3,1,1.0,240.0,3,3,0,175000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83,70,81.0,4.0
80.0,8800,6,0.0,3,3,2,5,1187.0,5,1565,4,7,2,3,2,1.0,299.0,3,3,200,185900,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,55,20,55.0,3.0
60.0,10800,7,0.0,3,4,2,3,880.0,2,1768,3,6,2,3,1,2.0,320.0,3,3,0,163000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,106,50,106.0,3.0
50.0,9000,5,0.0,2,3,2,1,660.0,3,1396,3,8,0,0,0,0.0,0.0,0,0,0,115000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,69,69,69.0,2.0
80.0,13014,6,39.0,3,3,3,5,1008.0,3,1096,3,6,1,2,1,2.0,484.0,3,3,168,157500,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,42,42,42.0,2.0
72.02564102564102,15896,7,210.0,4,4,1,5,1177.0,5,2312,4,8,1,3,3,3.0,658.0,3,3,298,245000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,21,21,21.0,5.0
41.0,5395,8,0.0,4,4,1,6,1337.0,4,1337,4,5,1,3,2,2.0,462.0,3,3,96,180000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,27,27,27.0,3.0
63.98290598290598,5105,7,0.0,4,4,1,6,551.0,5,1102,4,4,0,0,1,2.0,480.0,3,3,0,148800,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16,16,16.0,4.0
75.0,9473,8,0.0,4,4,1,6,1128.0,5,2031,4,7,1,4,2,2.0,577.0,3,3,0,237000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,18,18,18.0,5.0
60.0,8400,2,0.0,3,3,1,3,290.0,3,438,2,3,0,0,1,1.0,246.0,3,3,0,60000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,100,70,90.0,1.0
64.0,12102,5,222.0,3,4,4,5,456.0,5,1033,3,6,0,0,2,2.0,504.0,2,3,224,165000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,44,44,44.0,3.0
41.0,10905,7,0.0,4,4,1,1,1129.0,5,2327,4,9,1,4,2,2.0,596.0,3,3,0,240000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,17,17,17.0,4.0
72.02564102564102,9556,7,52.0,3,4,1,1,1168.0,4,1187,4,6,0,0,2,2.0,420.0,3,3,0,160000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,28,27,28.0,2.0
58.0,6430,6,0.0,3,3,3,4,780.0,3,1340,3,6,0,0,1,1.0,440.0,3,3,0,128000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,75,70,75.0,2.0
65.0,6040,4,0.0,3,0,0,0,0.0,3,1152,2,6,0,0,0,0.0,0.0,0,0,0,82000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,65,65,65.0,2.0
80.0,14695,6,210.0,3,3,1,5,1562.0,4,1567,4,5,2,4,1,2.0,542.0,3,3,0,256000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,54,12,54.0,3.0
50.0,9000,7,0.0,3,3,1,5,650.0,5,1482,3,7,0,0,1,2.0,324.0,3,3,0,143000,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,100,32,90.0,3.0
67.0,8368,7,0.0,4,4,1,1,1689.0,5,1689,4,7,0,0,3,2.0,433.0,3,3,100,231713,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,14,13,13.0,2.0
195.0,41600,5,0.0,3,4,4,5,1100.0,3,1424,3,7,0,0,1,3.0,828.0,3,3,144,155000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,51,30,51.0,4.0
59.0,6490,5,0.0,3,3,1,6,816.0,5,816,3,4,0,0,1,1.0,264.0,3,3,315,128500,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,37,37,37.0,3.0
60.0,7290,7,174.0,3,3,1,1,1228.0,5,1424,3,7,1,4,1,1.0,312.0,3,3,0,168000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,99,70,99.0,2.0
75.19245283018869,7472,7,138.0,3,3,1,5,725.0,4,1479,4,7,0,0,3,2.0,484.0,3,3,0,184000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,48,16,48.0,4.0
70.0,7000,5,0.0,3,3,3,5,1025.0,3,1025,3,6,0,0,0,0.0,0.0,0,0,96,124000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58,58,58.0,2.0
80.96551724137932,11717,6,571.0,3,3,1,1,1442.0,3,1442,3,6,1,3,2,2.0,615.0,3,3,371,185000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,50,50,50.0,2.0
106.0,11194,8,40.0,4,4,1,1,1406.0,5,1936,4,7,1,3,2,2.0,504.0,3,3,188,230500,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,20,20,20.0,4.0
90.0,11250,7,227.0,3,4,2,5,1054.0,5,1939,4,8,1,3,2,3.0,555.0,3,3,128,227000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,22,22,22.0,6.0
64.0,8633,6,0.0,4,4,1,6,738.0,5,1476,4,7,0,0,3,2.0,540.0,3,3,100,173500,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,15,15,15.0,5.0
70.0,8400,5,0.0,3,4,4,6,833.0,4,898,3,6,0,0,2,1.0,326.0,3,3,143,140000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,52,52,52.0,2.0
87.0,10037,8,0.0,4,5,1,6,1460.0,5,1460,4,6,1,4,3,2.0,480.0,3,3,0,247000,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,14,13,14.0,2.0
72.77464788732394,8014,6,23.0,3,4,4,6,456.0,3,1034,3,5,1,2,3,2.0,504.0,3,3,0,149900,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42,42,42.0,3.0
70.75324675324676,12250,5,180.0,3,4,2,5,864.0,5,1174,3,5,0,0,1,2.0,528.0,3,3,211,158000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,42,42,42.0,2.0
63.98290598290598,2403,7,0.0,4,4,1,6,530.0,5,1080,4,4,0,0,2,2.0,496.0,3,3,0,147110,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,17,17,17.0,4.0
50.0,8600,6,0.0,3,3,1,1,780.0,3,1376,3,7,1,4,1,1.0,198.0,3,3,0,119500,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,83,70,83.0,2.0
60.0,13680,5,0.0,3,3,1,5,840.0,5,1567,3,6,2,3,1,2.0,440.0,3,3,0,205000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,80,70,59.0,4.0
60.0,10800,5,0.0,3,4,3,1,736.0,5,1534,4,6,0,0,0,0.0,0.0,0,0,0,148000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,125,21,21.0,3.0
39.0,5389,8,0.0,4,4,1,6,1595.0,5,1616,4,5,1,3,2,2.0,608.0,3,3,237,236500,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,25,24,25.0,3.0
60.0,10890,5,0.0,3,2,1,2,1058.0,3,1551,2,6,0,0,1,1.0,240.0,2,3,0,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,82,70,82.0,3.0
68.0,9768,5,0.0,3,3,1,3,960.0,4,960,3,5,0,0,2,1.0,330.0,3,3,0,122000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,65,65,65.0,2.0
73.0,8993,7,0.0,4,4,3,1,1302.0,5,1302,4,6,0,0,3,2.0,436.0,3,3,0,176485,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,13,13,13.0,2.0
50.0,11672,5,0.0,3,3,1,1,816.0,3,816,3,4,0,0,1,1.0,210.0,2,2,168,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,95,70,95.0,1.0
62.25830480801225,9763,7,239.0,4,4,1,6,1502.0,5,1502,4,5,1,3,3,1.0,286.0,3,3,0,330000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,22,22.0,4.0
56.0,9836,6,0.0,3,3,1,6,192.0,4,1133,3,7,0,0,1,1.0,308.0,3,3,0,143000,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,12,12,12.0,2.0
89.0,10557,9,422.0,4,5,4,6,1408.0,5,3078,4,9,1,3,3,3.0,806.0,3,3,108,410000,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,22,22.0,5.0
70.0,8462,6,105.0,4,4,1,6,928.0,5,1721,4,7,0,0,2,2.0,471.0,3,3,300,201000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,26,26,26.0,6.0
60.0,10818,4,0.0,3,2,1,1,1077.0,3,1760,3,7,1,3,1,2.0,648.0,2,3,120,80000,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,110,70,85.0,3.0
61.0,7259,6,0.0,3,3,1,5,1028.0,5,2320,4,9,1,3,1,1.0,180.0,3,3,224,259500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,75,18,75.0,5.0
78.5945945945946,11800,7,94.0,4,4,4,6,1122.0,5,2486,4,10,1,4,3,2.0,452.0,3,3,143,279900,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,17,16,17.0,6.0
75.0,7500,5,0.0,3,3,1,2,1246.0,5,1246,4,6,0,0,2,1.0,305.0,3,3,218,154000,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,61,26,61.0,4.0
92.5,159000,6,472.0,4,4,4,3,1444.0,4,2144,4,7,2,3,3,2.0,389.0,3,3,0,277000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,62,14,62.0,4.0
62.0,6488,5,0.0,3,3,1,2,799.0,5,1150,3,6,2,3,1,1.0,215.0,3,3,264,128000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,78,70,78.0,1.0
110.0,14230,8,640.0,4,4,1,1,1566.0,5,1600,4,7,1,4,2,3.0,890.0,3,3,0,256300,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,13,13,13.0,2.0
110.0,7810,4,0.0,3,3,1,6,930.0,5,1755,4,7,1,3,1,1.0,231.0,2,3,0,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90,17,90.0,2.0
85.0,14331,8,630.0,4,5,4,6,1800.0,5,1800,4,7,1,4,3,3.0,765.0,3,3,270,312500,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,18,18,18.0,3.0
30.0,3182,7,0.0,4,4,1,1,600.0,5,1200,4,4,0,0,2,2.0,480.0,3,3,0,151000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,16,15,16.0,4.0
24.0,1920,5,376.0,3,3,1,5,765.0,5,1365,3,6,0,0,1,2.0,440.0,3,3,240,122500,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,49,49,49.0,4.0
68.0,10110,6,0.0,4,4,2,6,835.0,5,1696,4,7,0,0,2,2.0,542.0,3,3,143,188000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,17,17,17.0,5.0
91.0,10984,7,0.0,4,4,4,1,945.0,5,1809,4,8,0,0,2,2.0,638.0,3,3,144,209700,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,15,14,15.0,4.0
85.0,14082,8,945.0,4,5,4,6,2220.0,5,2234,4,7,1,4,2,2.0,724.0,3,3,390,441929,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,14,14,14.0,4.0
50.0,8480,6,120.0,4,4,1,6,886.0,5,1680,4,7,0,0,2,2.0,474.0,3,3,144,163000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,27,26,27.0,6.0
92.5,12205,6,157.0,3,3,4,2,832.0,4,2087,4,9,0,0,3,2.0,444.0,3,3,133,187500,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,54,13,54.0,4.0
90.0,15750,8,260.0,4,4,4,6,1462.0,5,1513,4,5,1,3,3,2.0,521.0,3,3,135,220000,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,21,20,21.0,3.0
70.0,8050,5,0.0,3,3,1,5,949.0,3,1107,4,5,0,0,2,1.0,308.0,3,3,88,127000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,53,27,53.0,2.0
60.0,7200,5,0.0,3,0,0,0,0.0,5,827,3,5,1,1,1,1.0,392.0,3,3,0,107500,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,65,13,53.0,1.0
35.0,6300,6,0.0,3,3,1,1,742.0,5,1484,3,9,1,4,0,0.0,0.0,0,0,0,128000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,106,19,19.0,2.0
30.0,5232,5,0.0,3,2,1,1,680.0,4,764,3,4,0,0,1,2.0,504.0,3,3,0,73000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,95,16,55.0,1.0
72.0,11846,9,562.0,4,5,4,6,1792.0,5,1792,5,6,1,4,3,3.0,874.0,3,3,206,374000,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,17,16,17.0,3.0
130.0,16900,8,1110.0,4,5,2,6,1479.0,5,2649,4,10,1,3,3,3.0,746.0,3,3,0,421250,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,19,18,19.0,5.0
72.02564102564102,9636,6,0.0,3,4,1,1,808.0,4,1593,3,7,1,3,2,2.0,389.0,3,3,342,178000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,28,27,27.0,4.0
90.0,10012,4,0.0,3,4,3,4,1138.0,3,1181,3,6,0,0,2,2.0,588.0,3,3,0,137500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,48,48,46.0,3.0
91.0,14303,8,554.0,4,4,4,6,1986.0,5,1987,4,7,1,3,3,2.0,691.0,3,3,262,301500,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,26,26,26.0,3.0
43.0,5707,6,0.0,3,3,1,1,583.0,4,1242,3,6,1,4,1,1.0,180.0,2,3,329,105000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,85,70,94.0,3.0
78.0,9360,6,203.0,3,3,3,5,976.0,3,976,4,4,1,2,2,2.0,504.0,3,3,94,157500,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,52,16,52.0,2.0
40.0,5680,5,0.0,3,3,1,1,969.0,3,1214,3,6,0,0,1,1.0,216.0,3,3,0,117000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,119,70,100.0,1.0
70.0,7000,5,0.0,3,3,1,4,864.0,4,864,3,5,0,0,1,1.0,336.0,3,3,0,105000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,58,58,58.0,3.0
51.0,10480,6,0.0,3,3,1,1,1064.0,5,1639,3,6,0,0,1,1.0,240.0,3,3,0,115000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,84,70,84.0,1.0
95.0,11578,9,302.0,5,5,1,1,1736.0,5,1736,5,7,1,4,2,3.0,834.0,3,3,319,360000,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,12,12,12.0,2.0
64.0,7018,5,0.0,3,0,0,0,0.0,3,1535,3,8,0,0,1,2.0,400.0,3,3,0,118858,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,41,41,41.0,2.0
80.96551724137932,9130,6,252.0,3,3,1,6,800.0,4,1632,4,7,0,0,1,2.0,484.0,3,3,0,173000,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,54,20,54.0,5.0
60.0,10800,3,0.0,3,3,1,1,630.0,3,725,3,4,0,0,1,1.0,320.0,3,3,0,78500,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,130,22,61.0,3.0
62.0,8244,7,0.0,4,4,1,1,840.0,5,1720,4,7,1,4,3,2.0,440.0,3,3,100,183500,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,16,16,16.0,4.0
60.0,6000,4,0.0,2,2,1,1,936.0,3,936,3,4,0,0,1,2.0,576.0,3,3,0,93000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,67,67,46.0,1.0
47.25,3621,8,72.0,4,4,4,6,1406.0,5,1589,4,7,1,3,3,3.0,630.0,3,3,143,226500,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,17,17,17.0,3.0
59.0,7837,6,0.0,4,4,1,1,799.0,4,1571,3,7,1,3,2,2.0,380.0,3,3,0,178000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,27,26,27.0,4.0
72.0,10665,7,167.0,4,4,3,6,1453.0,5,1479,4,7,0,0,2,2.0,558.0,3,3,144,226000,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,17,17,17.0,3.0
70.0,10457,5,178.0,4,3,4,4,784.0,5,1632,3,7,1,3,2,2.0,898.0,3,3,0,173000,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,51,51,51.0,3.0
60.0,8281,5,0.0,3,3,1,3,864.0,4,864,3,5,1,1,1,1.0,360.0,3,3,0,62383,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,55,55,55.0,1.0
67.0,14948,9,268.0,5,5,3,6,1452.0,5,2713,5,11,1,4,3,3.0,858.0,3,3,126,446261,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,12,12,12.0,5.0
43.0,7000,7,0.0,3,3,1,5,624.0,5,1479,4,6,2,4,1,1.0,312.0,3,3,530,160000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,94,23,94.0,2.0
47.25,3940,7,24.0,4,4,1,6,1393.0,5,1576,4,7,1,3,2,3.0,668.0,3,3,143,219990,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,16,16,16.0,3.0
93.0,9382,7,125.0,4,4,1,1,1468.0,5,1479,4,6,0,0,2,2.0,577.0,3,3,120,191000,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,21,20,21.0,2.0
55.0,6854,5,0.0,3,3,1,2,756.0,3,1060,3,6,1,4,1,1.0,308.0,2,3,0,136500,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,95,26,51.0,2.0
64.51181102362204,11515,4,0.0,3,0,0,0,0.0,3,943,4,5,0,0,1,1.0,308.0,3,3,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62,26,62.0,1.0
80.96551724137932,13837,7,178.0,4,4,1,6,1204.0,4,2183,4,9,0,0,1,3.0,786.0,3,3,0,229000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,32,32,32.0,4.0
80.0,9938,7,246.0,4,4,1,6,1050.0,5,1949,4,8,1,3,3,2.0,574.0,3,3,156,236000,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,27,26,27.0,5.0
85.0,12633,10,242.0,5,5,4,1,1824.0,5,1824,5,8,1,4,3,3.0,932.0,3,3,160,392000,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,14,13,14.0,2.0
57.0,6876,6,0.0,3,3,1,4,720.0,2,1930,3,8,0,0,1,1.0,316.0,3,3,0,149000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,93,70,93.0,3.0
36.0,3951,10,0.0,5,4,2,4,970.0,5,2393,5,7,1,3,3,2.0,846.0,3,3,0,345000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,22,21,22.0,5.0
62.0,9856,5,0.0,4,2,1,1,716.0,5,2014,3,8,0,0,1,2.0,624.0,3,3,0,169000,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,120,15,120.0,2.0
84.0,17808,4,0.0,3,3,1,1,484.0,3,1242,3,4,0,0,1,1.0,336.0,3,3,0,109900,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,74,70,74.0,1.0
74.0,9627,7,94.0,3,4,3,2,996.0,5,2000,3,9,1,3,3,3.0,650.0,3,3,190,188000,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,27,26,27.0,4.0
50.0,6000,6,0.0,3,3,1,1,780.0,5,1412,3,6,1,4,1,1.0,280.0,3,3,45,132500,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81,70,81.0,1.0
65.0,9757,5,0.0,3,3,1,5,990.0,5,990,3,5,0,0,2,1.0,440.0,3,3,66,143000,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,26,26,25.0,2.0
58.0,9280,5,0.0,3,2,1,5,1342.0,5,1342,3,7,0,0,1,1.0,256.0,3,3,0,125000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,69,69,69.0,2.0
120.0,14780,9,568.0,5,5,4,6,1868.0,5,1868,5,7,1,4,3,3.0,1085.0,3,3,354,415000,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,15,15,15.0,3.0
60.0,7740,4,0.0,3,2,1,1,622.0,4,1363,3,6,0,0,1,2.0,528.0,3,3,0,125500,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,110,70,54.0,1.0
80.0,9600,6,183.0,3,3,1,3,1240.0,4,1632,3,6,1,4,2,1.0,338.0,3,3,289,139000,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,62,32,62.0,3.0
97.0,13478,10,420.0,5,5,4,6,1722.0,5,2296,5,10,1,4,2,3.0,842.0,3,3,382,451950,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12,12,12.0,5.0
65.0,10926,5,74.0,3,3,1,1,1678.0,3,1678,3,10,0,0,0,0.0,0.0,0,0,0,119900,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,61,61,61.0,2.0
78.5945945945946,6853,8,136.0,4,5,1,6,1267.0,5,1296,4,6,0,0,3,2.0,471.0,3,3,192,220000,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,19,18,19.0,3.0
85.0,10667,6,302.0,3,3,1,4,1587.0,3,1587,3,7,1,4,1,2.0,525.0,3,3,0,167300,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,49,49,49.0,2.0
45.0,8212,5,0.0,3,3,1,3,720.0,5,1298,3,6,2,4,1,1.0,256.0,3,3,84,122000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,79,70,80.0,1.0
70.0,9100,5,336.0,3,3,1,3,1728.0,3,1728,3,10,0,0,1,2.0,504.0,3,3,0,125000,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,57,57,57.0,3.0
50.0,6000,5,0.0,3,3,1,3,928.0,4,928,3,5,0,0,3,1.0,288.0,3,3,0,112500,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,63,63,63.0,1.0
78.0,9316,7,0.0,4,4,4,1,879.0,5,1795,4,7,0,0,2,2.0,578.0,3,3,164,191000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,15,14,15.0,4.0
